91,-6.4002,-33.8005,1.9378,0.1938
135,-7.4424,-40.1723,2.0056,0.2006
138,-8.9741,-46.1280,2.1987,0.2199
166,-6.676,-37.3109,2.1741,0.2174
177,-7.6716,-38.0257,2.3206,0.2321
53,-9.0443,-44.8752,2.6774,0.2677
54,-8.1817,-49.1129,2.2051,0.2205
56,-9.5371,-45.8900,2.3592,0.2359
